onto 0.0789219,-0.204453,-0.0158788,0.0327561,0.0393878,-0.041748,-0.0148831,0.00932717,0.0627817,-0.0243879
already 0.076385,0.120247,-0.0020387,-0.0055229,-0.00389605,-0.0072282,-0.0137802,0.000397329,0.00337305,-0.00568139
fantasy 0.10284,0.018616,-0.00875105,0.012675,0.00962901,0.00868009,0.00615192,0.00445918,-0.0107162,-0.037565
featured 0.102171,-0.0166652,0.00203133,-0.0105423,-0.0111991,0.00879285,0.00298631,-0.000815528,-0.00636736,-0.0144207
delicious 0.0663235,-0.195658,-0.0639954,0.00440103,-0.023068,-0.0628931,0.0626206,0.0216715,0.00297389,-0.0628079
wasn 0.123924,-0.0924996,0.00665595,0.0100944,-0.00789255,-0.000718662,-0.00742231,-0.00716401,0.0126938,-0.00111619
immensely 0.0867644,0.0763252,-0.0112172,0.0134928,-0.0090985,0.00230815,0.0137655,0.0113346,-0.0179348,0.00420834
patirot 0.0858243,0.0959161,0.0135725,0.0173778,-0.00830117,0.0103007,-0.00275007,-0.019804,0.000586687,-0.011409
afterschool 0.100569,-0.0582734,-0.0286997,0.0111239,0.0087776,-0.00392282,0.0146269,0.00151169,0.0068464,0.0526159
top 0.050525,-0.32011,0.0343644,0.0204613,0.0589377,-0.0551205,0.0209731,0.0323903,0.0617455,0.0396636
girls 0.109286,-0.0943484,0.00192002,0.00608572,-0.00881492,-0.00643811,0.040578,0.0334895,0.00935021,-0.00724155
master 0.113141,-0.0730464,-0.0247396,0.0111853,-0.0154175,-0.00762731,-0.00360873,0.00401994,-0.0288098,-0.00514454
too 0.00589104,0.300841,0.00189625,0.00150361,0.00406627,0.00574744,0.00512017,0.00573035,-0.00263308,0.00605608
tom 0.0941158,0.0844373,0.000428206,0.00123024,-0.000309872,0.00533165,-0.000987366,-0.00164604,-0.000279186,-0.00400561
hollywood 0.111326,0.00853123,0.00496447,-0.0057858,0.00503577,0.000226298,-0.00183159,0.00307243,-0.000583055,-0.00261365
john 0.120546,-0.0774905,-0.00998256,-0.012434,0.00115898,-0.00319989,-0.000165601,-0.020301,0.0172932,0.0144336
bitter 0.110573,-0.0537673,-0.0168994,0.0066577,0.00426563,-0.0198314,-0.00362921,0.00744012,0.0207043,0.00408564
gym -0.823295,-0.630916,0.16432,-0.15361,-0.0414742,0.018656,0.185091,0.0367961,-0.27714,0.0582928
took 0.0746906,0.103151,0.0261451,0.0067872,-0.0171067,0.0156366,0.0241383,0.0208696,-0.031609,-0.0166193
predictable 0.0753604,-0.0799715,0.00246454,0.0305929,0.0172899,-0.00809885,0.0438429,-0.021086,0.0184427,0.0147628
ew -0.359395,-0.71204,-0.22311,-0.0282313,-0.22887,0.00170197,-0.0389767,0.0935651,0.191418,-0.139762
scenes -0.00192054,-0.343824,0.0267062,-0.0225089,0.0411244,0.0145539,0.0633755,-0.0510774,-0.0573982,-0.000490816
project -1.44787,0.122734,-0.188134,0.177995,-0.0150612,-0.257833,0.0603876,0.222047,-0.0636807,-0.0494598
matter 0.0955547,-0.254793,-0.0101543,-0.0145043,-0.0436457,-0.000742713,0.00522629,-0.0115674,-0.00762605,0.0321268
classes 0.106063,0.0270347,-0.00661358,0.00482028,0.00521745,-0.000116122,0.00493567,0.00148488,-0.00334481,-0.00697245
silly 0.0944219,-0.272108,-0.0108841,0.0301486,-0.00158951,-0.00218267,-0.00110016,0.00484892,0.0322731,-0.0243064
speaking 0.0946746,0.0744121,0.0059139,0.0158705,0.00209452,-0.0112089,0.00785505,0.0036836,-0.00385274,0.00801971
knights 0.0891285,0.0908361,0.011391,-0.00612411,0.00588371,0.000437845,0.0009067,0.0138483,0.00419814,0.0056323
feeling 0.1193,-0.10031,0.00378693,0.009184,0.0163883,0.00688931,-0.00972861,0.0050851,0.00968503,-0.0143166
donkey 0.122379,-0.103575,-0.00438336,-0.00443493,-0.00406709,-0.0165034,-0.00215062,-0.00205594,-0.0175978,0.0121188
groaning 0.123283,-0.0951472,-0.0029933,-0.00316445,-0.0131281,-0.00624215,0.0102748,0.00178003,0.00937254,-0.00972375
mind -1.79694,0.119085,0.0281819,-0.0280763,0.0121772,0.00514995,-0.00820898,0.00204113,-0.0376814,-0.0149121
fandom 0.0531004,0.180639,0.0109145,0.0335242,-0.0138226,-0.0016873,6.0712e-05,-0.00799406,-0.0405358,-0.00121448
